Cc2p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Tc1t;(T1-P1)+(P1-d)
Tc2p;(T1-P1)+(P1-d)
Tc3t;P1-d
Tc4p;P1+((T1-P1)-d)
Cc1p;(T1-d)-P1
Cc2t;(T1-P1)+(P1-d)
Cc3p;T1-d
Cc4t;P1-d
Tc1p;T1-d
Tc2t;(T1-P1)-d
Tc3p;T1-d
Tc4t;T1-d
Cc4p;(T1-d)/2
Cc3t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Cc1t;(T1-P1)+(P1-d)
Tc4p;T1-d
Tc3t;T1-d
Tc2p;T1-d
Tc1t;(T1-P1)-d
Cc4t;P1-d
Cc3p;(T1+P1)-d
Cc2t;T1+(P1-d)
Cc1p;T1-d
Tc4t;T1+(P1-d)
Tc3p;T1-d
Tc2t;T1-d
Tc1p;T1-d
Tc4p;T1-d
Tc3t;T1-d
Tc2p;T1-d
Tc1t;T1-d
Cc4p;T1-d
Cc3t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Cc1t;(T1-P1)+(P1-d)
Tc4t;
Tc3p;
Tc2t;T1-d
Tc1p;T1-d
Cc4t;(T1-P1)+(P1-d)
Cc3p;(T1-P1)-d
Cc2t;(T1-P1)+(P1-d)
Cc1p;T1-d
Tc1t;T1-d
Cc3p;T1-d
Tc2t;(T1-P1)+d
Cc4p;T1-d
Cc1t;(T1-P1)+(P1-d)
Tc3p;T1-d
Cc2t;(T1-P1)+(P1-d)
Tc4p;T1-d
Tc1p;(T1+P1)-d
Cc3t;(T1-P1)+(P1-d)
Tc2p;(T1-d)-(T1-P1)
Cc4t;P1+(P1-d)
Cc1p;(T1-P1)-d
Tc3t;T1-d
Cc2p;T1-d
Tc4t;T1-P1
Cc1t;(T1-P1)+(P1-d)
Tc3p;(T1+P1)-d
Cc2t;(T1-P1)+(P1-d)
Tc4p;T1-d
Tc1t;T1+(P1-d)
Cc3p;(T1-d)-(T1-P1)
Tc2t;T1-d
Cc4p;(T1-d)-(T1-P1)
Cc1p;T1-d
Tc3t;(T1+P1)-d
Cc2p;T1-d
Tc4t;T1-(P1-d)
Tc1p;P1-d
Cc3t;(T1-d)+(T1-P1)
Tc2p;P1-d
Cc4t;T1-d
Tc4p;(T1-d)-(T1-P1)
Cc2t;(T1-P1)+(P1-d)
Tc3p;T1-d
Cc1t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Tc2t;T1-d
Cc3p;(T1-d)-(T1-P1)
Tc1t;(T1-P1)+(P1-d)
Tc4t;T1-(P1-d)
Cc2p;T1-d
Tc3t;T1-d
Cc1p;T1-d
Cc4t;P1-d
Tc2p;T1-d
Cc3t;(T1-P1)+(P1-d)
Tc1p;T1-d
Cc4p;(T1-d)-P1
Tc2t;T1-d
Cc3p;(T1-P1)-d
Tc1t;T1-d
Tc4p;T1-d
Cc2t;(T1-P1)+d
Tc3p;T1-d
Cc1t;(T1-P1)+(P1-d)
Cc4t;
Tc2p;(T1-P1)+(P1-d)
Cc3t;(T1-P1)+(P1-d)
Tc1p;
Tc4t;(T1+P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Tc3t;
Cc1p;
Tc1t;P1-d
Tc2p;
Tc3t;T1-d
Tc4p;P1-d
Cc1t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-P1+P1
Cc3t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Tc1p;T1-d
Tc2t;T1-d
Tc3p;T1-d
Tc4t;P1-d
Cc1p;T1-d
Cc2t;(T1-P1)+(P1-d)
Cc3p;T1-d
Cc4t;P1-d
Cc1t;(T1-P1)+(P1-d)
Cc2p;(T1-P1)+(P1-d)
Cc3t;(T1-P1)+(P1-d)
Cc4p;P1+((T1-P1)-d)
Tc1t;(T1-P1)+d
Tc2p;(T1-P1)+(P1-d)
Tc3t;P1-d
Tc4p;T1-d
Cc1p;(T1-d)-(T1-P1)
Cc2t;(T1-P1)+(P1-d)
Cc3p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+(P1-d)
Tc1p;(T1-d)-P1
Tc2t;(T1-P1)+(P1-d)
Tc3p;P1+(T1-P1-d)
Tc4t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Cc3t;T1-d
Cc2p;(T1-P1)+(P1-d)
Cc1t;(T1-P1)+(P1-d)
Tc4p;T1-d
Tc3t;T1-d
Tc2p;T1-d
Tc1t;P1+(P1-d)
Cc4t;(T1-P1)+(P1-d)
Cc3p;(T1-d)-(T1-P1)
Cc2t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Tc4t;(T1-P1)+(P1-d)
Tc3p;(T1-P1)+d
Tc2t;T1-d
Tc1p;T1-d
Tc4p;T1-d
Tc3t;T1-d
Tc2p;(T1-d)-(T1-P1)
Tc1t;T1+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Cc1t;(T1-P1)+(P1-d)
Tc4t;T1+d
Tc3p;T1-d
Tc2t;T1+d
Tc1p;T1-d
Cc4t;
Cc3p;T1-d
Cc2t;(T1-d)+(T1-P1)
Cc1p;T1-d
Tc1t;T1-d
Cc3p;(T1-P1)-d
Tc2t;T1-d
Cc4p;(T1-d)-(T1-P1)
Cc1t;(T1-P1)+(P1-d)
Tc3p;T1-d
Cc2t;(T1-P1)+(P1-d)
Tc4p;P1-d
Tc1p;P1-d
Cc3t;(T1-P1)+(P1-d)
Tc2p;T1-((T1-P1)-d)
Cc4t;P1+d
Cc1p;(T1-d)-(T1-P1)
Tc3t;T1-d
Cc2p;(T1-d)-(T1-P1)
Tc4t;(T1-P1)+(P1-d)
Cc1t;(T1-P1)+d
Tc3p;T1-d
Cc2t;(T1-P1)+(P1-d)
Tc4p;(T1+P1)-d
Tc1t;P1-d
Cc3p;P1-d
Tc2t;T1-d
Cc4p;(T1-P1)-d
Cc1p;T1-d
Tc3t;T1-d
Cc2p;T1-d
Tc4t;T1-d
Tc1p;T1-d
Cc3t;T1-d
Tc2p;T1-d
Cc4t;T1-d
Tc4p;T1-d
Cc2t;T1-d
Tc3p;
Cc1t;T1-d
Cc4p;(T1-d)-P1
Tc2t;T1-d
Cc3p;
Tc1t;T1-d
Tc4t;T1+P1
Cc2p;(T1-d)-(T1-P1)
Tc3t;(T1-d)+P1
Cc1p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+d
Tc2p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Tc1p;(T1-d)-(T1-P1)
Cc4p;
Tc2t;(T1-P1)+(P1-d)
Cc3p;(T1-P1)-d
Tc1t;T1-d
Tc4p;(T1-P1)-d
Cc2t;(T1-P1)+(P1-d)
Tc3p;
Cc1t;(T1-P1)+(P1-d)
Cc4t;(T1-P1)+(P1-d)
Tc2p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Tc1p;(T1-d)-(T1-P1)
Tc4t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Tc3t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Tc1t;(T1+P1)-d
Tc2p;(T1-P1)+(P1-d)
Tc3t;(T1+P1)-d
Tc4p;(T1+P1)+d
Cc1t;(T1-P1)+(P1-d)
Cc2p;P1-d
Cc3t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-P1
Tc1p;T1-d
Tc2t;T1-d
Tc3p;T1-d
Tc4t;T1-d
Cc1p;T1-d
Cc2t;T1-d
Cc3p;(T1-P1)-d
Cc4t;(T1-P1)+(P1-d)
Cc1t;(T1-P1)+(P1-d)
Cc2p;(T1-P1)-d
Cc3t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Tc1t;T1-d
Tc2p;(T1-d)-(T1-P1)
Tc3t;T1-d
Tc4p;(T1-d)-(T1-P1)
Cc1p;T1-d
Cc2t;T1-P1
Cc3p;T1-d
Cc4t;(T1+P1)+(P1-d)
Tc1p;T1-d
Tc2t;T1-d
Tc3p;T1+P1+d-d
Tc4t;T1-d
Cc4p;(T1-d)/2
Cc3t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Cc1t;(T1-P1)+d
Tc4p;T1-d
Tc3t;T1-d
Tc2p;T1-d
Tc1t;(T1-P1)-d
Cc4t;P1-d
Cc3p;T1-d
Cc2t;(T1-P1)+(P1-d)
Cc1p;P1-d
Tc4t;P1-d
Tc3p;P1-d
Tc2t;T1-d
Tc1p;P1-d
Tc4p;(T1-d)-(T1-P1)
Tc3t;T1-d
Tc2p;(T1-d)-(T1-P1)
Tc1t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Cc1t;(T1-P1)+(P1-d)
Tc4t;(T1+P1)-d
Tc3p;T1-d
Tc2t;T1-(P1-d)
Tc1p;T1-d
Cc4t;(T1-P1)+(P1-d)
Cc3p;(T1-P1)+(P1-d)
Cc2t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Tc1t;T1+(P1-d)
Cc3p;T1-d
Tc2t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-P1
Cc1t;(T1-P1)+(P1-d)
Tc3p;T1-d
Cc2t;(T1-P1)+(P1-d)
Tc4p;T1-d
Tc1p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Tc2p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Tc3t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Tc4t;(T1-P1)+(P1-d)
Cc1t;(T1-P1)+(P1-d)
Tc3p;
Cc2t;(T1-P1)+(P1-d)
Tc4p;T1-d
Tc1t;T1-d
Cc3p;T1-d
Tc2t;T1-d
Cc4p;(T1-d)-P1
Cc1p;(T1-d)-(T1-P1)
Tc3t;T1-d
Cc2p;(T1-d)-(T1-P1)
Tc4t;T1+(T1-P1)
Tc1p;(T1-d)-P1
Cc3t;(T1-P1)+(P1-d)
Tc2p;T1-d
Cc4t;(T1-P1)+d
Tc4p;T1-d
Cc2t;(T1-P1)+(P1-d)
Tc3p;(T1-d)-P1
Cc1t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Tc2t;(T1-P1)+(P1-d)
Cc3p;(T1-d)-(T1-P1)
Tc1t;(T1-P1)+(P1-d)
Tc4t;(T1-P1)+(P1-d)
Cc2p;(T1-P1)+(P1-d)
Tc3t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+(P1-d)
Tc2p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Tc1p;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Tc2t;T1-d
Cc3p;(T1-d)-(T1-P1)
Tc1t;T1-d
Tc4p;(T1-d)-(T1-P1)
Cc2t;(T1-P1)+(P1-d)
Tc3p;(T1-d)-P1
Cc1t;(T1-P1)+(P1-d)
Cc4t;(T1-P1)+(P1-d)
Tc2p;T1-d
Cc3t;(T1-P1)+(P1-d)
Tc1p;
Tc4t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Tc3t;T1-d
Cc1p;(T1-P1)-d
Tc1t;T1-d
Tc2p;(T1+P1)-d
Tc3t;T1-d
Tc4p;(T1+P1)-d
Cc1t;P1+(P1-d)
Cc2p;T1-P1
Cc3t;(T1-P1)+(P1-d)
Cc4p;T1-P1
Tc1p;(T1+P1)-d
Tc2t;(T1-P1)+(P1-d)
Tc3p;T1-d
Tc4t;P1-d
Cc1p;T1-d
Cc2t;(T1-P1)+(P1-d)
Cc3p;
Cc4t;
Cc1t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Cc4p;T1-d
Tc1t;T1-d
Tc2p;T1-d
Tc3t;T1-d
Tc4p;T1-d
Cc1p;(T1-d)-(T1-P1)
Cc2t;(T1-P1)+(P1-d)
Cc3p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+(P1-d)
Tc1p;
Tc2t;
Tc3p;
Tc4t;
Cc4p;
Cc3t;
Cc2p;
Cc1t;T1-d
Tc4p;
Tc3t;
Tc2p;
Tc1t;
Cc4t;(T1-P1)+(P1-d)
Cc3p;
Cc2t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-P1
Tc4t;(T1-P1)+(P1-d)
Tc3p;
Tc2t;
Tc1p;
Tc4p;T1-d
Tc3t;T1-d
Tc2p;(T1-d)-(T1-P1)
Tc1t;T1-d
Cc4p;T1-P1
Cc3t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-P1
Cc1t;(T1-P1)+d
Tc4t;(T1-P1)+(P1-d)
Tc3p;T1-d
Tc2t;T1+(P1-d)
Tc1p;(T1-P1)+3
Cc4t;(T1-P1)+(P1-d)
Cc3p;(T1-d)-P1
Cc2t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Tc1t;(P1-d)+T1
Cc3p;T1-d
Tc2t;T1-d
Cc4p;T1+P1+d
Cc1t;(T1-P1)+d
Tc3p;
Cc2t;(T1-P1)+d
Tc4p;
Tc1p;(T1-d)-P1
Cc3t;(T1-P1)+(P1-d)
Tc2p;T1-d
Cc4t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Tc3t;P1-d
Cc2p;(T1-d)-(T1-P1)
Tc4t;
Cc1t;(T1-P1)+(P1-d)
Tc3p;P1+d
Cc2t;(T1-P1)+(P1-d)
Tc4p;(T1+P1)-d
Tc1t;T1+d
Cc3p;(T1-d)-(T1-P1)
Tc2t;T1-d
Cc4p;
Cc1p;T1-d
Tc3t;T1-d
Cc2p;T1-d
Tc4t;
Tc1p;T1-d
Cc3t;P1-d
Tc2p;T1-d
Cc4t;P1-d
Tc4p;(T1-d)-(T1-P1)
Cc2t;(T1-P1)+(P1-d)
Tc3p;(T1-P1)-d
Cc1t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-P1
Tc2t;(T1-P1)-d
Cc3p;(T1-P1)-d
Tc1t;(T1-P1)+(P1-d)
Tc4t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Tc3t;(T1-P1)+(P1-d)
Cc1p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+(P1-d)
Tc2p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Tc1p;T1-d
Cc4p;(T1-d)-(T1-P1)
Tc2t;T1-d
Cc3p;T1-d
Tc1t;T1-d
Tc4p;(T1+P1)-d
Cc2t;
Tc3p;
Cc1t;
Cc4t;(T1-P1)+d
Tc2p;T1-d
Cc3t;(T1-P1)+(P1-d)
Tc1p;T1-d
Tc4t;P1-d
Cc2p;(T1-P1)+d
Tc3t;
Cc1p;
Tc1t;
Tc2p;
Tc3t;
Tc4p;
Cc1t;
Cc2p;
Cc3t;
Cc4p;
Tc1p;(T1-d)-P1
Tc2t;T1-d
Tc3p;(T1+P1)-d
Tc4t;T1-(P1+d)
Cc1p;(T1+P1)-d
Cc2t;(T1+P1)-((T1+P1)-d)
Cc3p;
Cc4t;
Cc1t;(T1-P1)+(P1-d)
Cc2p;(T1-d)-(T1-P1)
Cc3t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(T1-P1)
Tc1t;T1-d
Tc2p;T1-d
Tc3t;P1-d
Tc4p;(T1-P1)-P1
Cc1p;T1-d
Cc2t;(T1-P1)+(P1-d)
Cc3p;T1-d
Cc4t;P1-d
Tc1p;T1-d
Tc2t;T1-d
Tc3p;
Tc4t;(T1-P1)+(P1-d)
Cc4p;
Cc3t;
Cc2p;
Cc1t;
Tc4p;
Tc3t;
Tc2p;
Tc1t;
Cc4t;T1-P1
Cc3p;T1-P1
Cc2t;T1-d
Cc1p;T1-d
Tc4t;(T1+P1)-d
Tc3p;T1+P1+P1
Tc2t;T1-d
Tc1p;(T1-P1)-d
Tc4p;(T1+P1)-d
Tc3t;T1+P1+P1
Tc2p;T1-d
Tc1t;T1+d
Cc4p;P1-d
Cc3t;(T1-P1)-(T1-P1)
Cc2p;T1-d
Cc1t;(P1-d)+P1
Tc4t;T1-d
Tc3p;(T1+P1)-d
Tc2t;T1-d
Tc1p;(T1+P1)-d
Cc4t;(T1-P1)+(P1-d)
Cc3p;(T1-d)-P1
Cc2t;(T1-P1)+d
Cc1p;T1-d
Tc1t;
Cc3p;(T1-d)-P1
Tc2t;T1-d
Cc4p;(T1-d)-(T1-P1)
Cc1t;T1-d
Tc3p;(T1+P1)-d
Cc2t;(T1-P1)+d
Tc4p;T1-d
Tc1p;T1-P1
Cc3t;(T1-P1)+(P1-d)
Tc2p;T1-d
Cc4t;P1-d
Cc1p;T1-d
Tc3t;
Cc2p;(T1+P1)-d
Tc4t;P1-d
Cc1t;(T1-P1)+(P1-d)
Tc3p;(T1+P1)-d
Cc2t;(T1-P1)+(P1-d)
Tc4p;T1+T1-d
Tc1t;T1-d
Cc3p;(T1-P1)-d
Tc2t;T1-d
Cc4p;(T1-d)-(T1-P1)
Cc1p;T1-d
Tc3t;T1-d
Cc2p;T1-P1
Tc4t;T1-d
Tc1p;T1-d
Cc3t;(T1-P1)+(P1-d)
Tc2p;T1-d
Cc4t;P1+(P1-d)
Tc4p;T1-d
Cc2t;(T1-P1)+(P1-d)
Tc3p;T1-P1
Cc1t;(T1-P1)+(P1-d)
Cc4p;T1-d
Tc2t;T1-d
Cc3p;(T1-d)-(T1-P1)
Tc1t;(T1-P1)-d
Tc4t;T1-d
Cc2p;(T1-d)-(T1-P1)
Tc3t;P1-d
Cc1p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+((T1-P1)-d)
Tc2p;
Cc3t;(T1-P1)+((T1-P1)-d)
Tc1p;
Cc4p;(T1-d)-(T1-P1)
Tc2t;T1-d
Cc3p;(T1-P1)-d
Tc1t;T1-d
Tc4p;T1-d
Cc2t;(T1-P1)+d
Tc3p;P1-d
Cc1t;(T1-P1)+(P1-d)
Cc4t;P1-d
Tc2p;T1-d
Cc3t;(T1-P1)+(P1-d)
Tc1p;T1-d
Tc4t;T1-d
Cc2p;T1-d
Tc3t;T1-d
Cc1p;P1+d
Tc1t;T1-d
Tc2p;T1-d
Tc3t;T1-d
Tc4p;T1-d
Cc1t;(T1-P1)+d
Cc2p;T1-d
Cc3t;(T1-P1)+(P1-d)
Cc4p;(T1-d)-(P1+d)
Tc1p;(T1+P1)-d
Tc2t;T1-d
Tc3p;
Tc4t;T1-d
Cc1p;T1-d
Cc2t;T1-d
Cc3p;T1-d
Cc4t;P1-d
Cc1t;(T1-P1)+(P1-d)
Cc2p;P1-d
Cc3t;(T1-P1)+((T1-P1)-d)
Cc4p;T1-d
Tc1t;T1-d
Tc2p;
Tc3t;
Tc4p;
Cc1p;T1-d
Cc2t;(T1-P1)+(P1-d)
Cc3p;(T1-d)-(T1-P1)
Cc4t;(T1-P1)+(P1-d)
Tc1p;T1-d
Tc2t;T1-d
Tc3p;T1-d
Tc4t;T1-(P1-d)
Cc4p;
Cc3t;(T1-P1)+(P1-d)
Cc2p;T1-d
Cc1t;(T1-P1)+(P1-d)
Tc4p;T1-d
Tc3t;P1+d
Tc2p;T1+d
Tc1t;T1+P1+d
Cc4t;(T1-P1)+((T1-P1)-d)
Cc3p;
Cc2t;(T1-P1)+(P1-d)
Cc1p;
Tc4t;T1-d
Tc3p;
Tc2t;(T1-P1)-d
Tc1p;T1-d
Tc4p;P1-d
Tc3t;(T1+P1)-d
Tc2p;T1-d
Tc1t;T1-d
