problem;set;formula;selected;occurrences
Cc1p;set3;T1-(d-(P1-d));FALSE;0
Cc1p;set3;(T1+(P1-d))+d;FALSE;0
Cc1p;set3;((T1+P1)-d)-T1;TRUE;0
Cc1p;set3;((T1+P1)-T1)+d;FALSE;0
Cc1p;set3;T1-(T1-(P1-d));FALSE;0
Cc1p;set3;T1-(P1-(P1-d));FALSE;0
Cc1p;set3;((T1-d)+d)+P1;FALSE;0
Cc1p;set3;((T1-P1)+d)+P1;FALSE;0
Cc1p;set3;((P1+d)+P1)-T1;FALSE;0
Cc1p;set3;((T1+d)-d)-P1;FALSE;0
Cc1p;set3;(T1+(P1-d))+P1;FALSE;0
Cc1p;set3;(T1-(P1+d))-d;FALSE;0
Cc1p;set3;(T1-d)-(P1+d);FALSE;0
Cc1p;set3;(T1+d)-(T1-P1);TRUE;0
Cc1p;set3;P1+((T1-d)-P1);FALSE;0
Cc1p;set3;(T1+P1)-(T1-d);FALSE;0
Cc1p;set3;(P1+d)-(T1-P1);FALSE;0
Cc1p;set3;P1-(T1-(T1-d));TRUE;0
Cc1p;set3;((T1+P1)-d)-P1;TRUE;0
Cc1p;set3;T1+((T1-P1)+d);FALSE;0
Cc1p;set3;((T1-d)+P1)-T1;FALSE;0
Cc1p;set3;d-((T1-P1)-P1);FALSE;0
Cc1p;set3;P1+(T1-(P1+d));FALSE;0
Cc1p;set3;P1-((T1+d)-T1);TRUE;0
Cc1p;set3;((T1+P1)+P1)+d;FALSE;0
Cc1p;set3;(T1+(P1-d))-P1;FALSE;0
Cc1p;set3;((T1+P1)+d)-P1;FALSE;0
Cc1p;set3;T1-((T1-d)-P1);FALSE;0
Cc1p;set3;(T1+(T1-P1))-d;FALSE;0
Cc1p;set3;((T1-P1)-d)-d;FALSE;0
Cc1p;set3;((T1+P1)-T1)-d;FALSE;0
Cc1p;set3;((T1+P1)-d)+d;FALSE;0
Cc1p;set3;((T1+P1)-P1)+d;FALSE;0
Cc1p;set3;((T1-d)-d)+P1;FALSE;0
Cc1p;set3;(T1-(P1-d))-P1;FALSE;0
Cc1p;set3;((T1+d)-P1)-d;FALSE;0
Cc1p;set3;T1-(P1+(P1-d));FALSE;0
Cc1p;set3;(T1-d)+(P1+d);FALSE;0
Cc1p;set3;(T1+P1)+(T1+d);FALSE;0
Cc1p;set3;(T1+(P1+d))+T1;FALSE;0
Cc1p;set3;((T1-P1)+P1)+d;FALSE;0
Cc1p;set3;T1+(T1-(P1-d));FALSE;0
Cc1p;set3;T1+((T1-d)-P1);FALSE;0
Cc1p;set3;(T1+d)-(P1-d);FALSE;0
Cc1p;set3;((T1+P1)+d)-d;FALSE;0
Cc1p;set3;((T1+P1)-d)-d;TRUE;0
Cc1p;set3;(P1+d)+(T1-P1);FALSE;0
Cc1p;set3;((T1+P1)+d)+T1;FALSE;0
Cc1p;set3;(T1+(P1-d))-d;FALSE;0
Cc1p;set3;((T1+P1)+d)+P1;FALSE;0
Cc1p;set3;((T1+d)+d)-P1;FALSE;0
Cc1p;set3;((T1+d)+P1)-d;FALSE;0
Cc1p;set3;((T1-d)+d)-P1;FALSE;0
Cc1p;set3;T1-((T1-P1)-d);FALSE;0
Cc1p;set3;((T1+d)+P1)+P1;FALSE;0
Cc1p;set3;((T1+d)+P1)-T1;FALSE;0
Cc1p;set3;(T1+(P1+d))-P1;FALSE;0
Cc1p;set3;(T1+d)+(P1-d);FALSE;0
Cc1p;set3;((T1-d)+P1)+P1;FALSE;0
Cc1p;set3;(T1+P1)+(P1-d);FALSE;0
Cc1p;set3;T1+(d-(P1-d));FALSE;0
Cc1p;set3;((T1+d)-P1)+d;FALSE;0
Cc1p;set3;((T1+d)+T1)+P1;FALSE;0
Cc1p;set3;(T1+(P1-d))+T1;FALSE;0
Cc1p;set3;(T1+d)-(P1+d);FALSE;0
Cc1p;set3;(T1-(P1-d))+P1;FALSE;0
Cc1p;set3;(T1+(P1+d))-d;FALSE;0
Cc1p;set3;(T1-(P1-d))-d;FALSE;0
Cc1p;set3;((T1-d)-P1)+d;FALSE;0
Cc1p;set3;P1+((T1+d)-T1);FALSE;0
Cc1p;set3;P1-((T1-P1)-d);FALSE;0
Cc1p;set3;(T1-(T1-P1))+d;FALSE;0
Cc1p;set3;((T1+d)-P1)-P1;FALSE;0
Tc1t;set0;T1+d;TRUE;12
Tc1t;set0;T1+P1;TRUE;3
Tc1t;set0;P1-d;TRUE;14
Tc1t;set0;T1-P1;FALSE;0
Tc1t;set0;P1+d;TRUE;10
Tc1t;set1;T1+(P1+d);TRUE;0
Tc1t;set1;(T1+d)+P1;FALSE;0
Tc1t;set1;(T1+P1)-d;TRUE;10
Tc1t;set1;T1-(P1-d);TRUE;0
Tc1t;set1;(T1+d)-P1;FALSE;0
Tc1t;set1;(T1-P1)-d;TRUE;13
Tc1t;set1;(T1-P1)+d;TRUE;6
Tc1t;set1;(T1-d)+P1;TRUE;4
Tc1t;set1;T1+(P1-d);TRUE;7
Tc1t;set1;(T1+P1)+d;TRUE;2
Tc1t;set1;(T1-d)-P1;FALSE;1
Tc1t;set1;T1-(P1+d);TRUE;0
Tc1t;set2;T1+(T1-d);TRUE;0
Tc1t;set2;P1+(P1-d);TRUE;2
Tc1t;set2;(T1-d)-d;FALSE;0
Tc1t;set2;(P1-d)+d;TRUE;0
Tc1t;set2;(T1+d)-d;FALSE;0
Tc1t;set2;T1-(T1-d);FALSE;0
Tc1t;set2;(T1+P1)-P1;FALSE;0
Tc1t;set2;(T1+P1)-T1;FALSE;0
Tc1t;set2;(T1+P1)+T1;FALSE;0
Tc1t;set2;(P1-d)-d;FALSE;0
Tc1t;set2;(T1+P1)+P1;FALSE;0
Tc1t;set2;T1-(T1-P1);FALSE;0
Tc1t;set2;(T1-P1)-P1;FALSE;1
Tc1t;set2;(T1-P1)+P1;TRUE;0
Tc1t;set2;(T1+d)+d;FALSE;0
Tc1t;set2;(P1+d)+P1;TRUE;0
Tc1t;set2;(T1+d)-T1;FALSE;0
Tc1t;set2;P1-(P1-d);TRUE;0
Tc1t;set2;(P1+d)-P1;TRUE;0
Tc1t;set2;(T1-d)+d;FALSE;0
Tc1t;set2;(P1+d)+d;FALSE;0
Tc1t;set2;T1+(T1-P1);TRUE;0
Tc1t;set2;(P1+d)-d;FALSE;0
Tc1t;set2;(T1+d)+T1;FALSE;0
Tc1t;set3;(T1+d)+(T1-P1);TRUE;0
Tc1t;set3;((T1-d)+P1)+d;FALSE;0
Tc1t;set3;T1-((P1+d)-d);FALSE;0
Tc1t;set3;T1+((P1+d)-P1);FALSE;0
Tc1t;set3;(T1+P1)-(P1-d);TRUE;0
Tc1t;set3;T1-((P1+d)-P1);FALSE;0
Tc1t;set3;(T1+(T1-P1))+d;TRUE;0
Tc1t;set3;P1-(T1-(P1+d));FALSE;0
Tc1t;set3;(T1-d)+(T1-P1);TRUE;0
Tc1t;set3;T1+((T1+d)-P1);FALSE;0
Tc1t;set3;((T1+P1)+T1)-d;FALSE;0
Tc1t;set3;T1+(P1+(P1-d));FALSE;0
Tc1t;set3;((T1+d)+P1)+d;FALSE;0
Tc1t;set3;T1+((P1+d)+d);FALSE;0
Tc1t;set3;(T1+P1)+(T1-d);FALSE;0
Tc1t;set3;(T1+d)+(P1+d);FALSE;0
Tc1t;set3;T1+((P1+d)-d);FALSE;0
Tc1t;set3;(T1+P1)-(T1+d);FALSE;0
Tc1t;set3;((T1-P1)+d)-d;FALSE;0
Tc1t;set3;((T1-P1)+P1)-d;TRUE;0
Tc1t;set3;P1+(T1-(T1-d));FALSE;0
Tc1t;set3;(T1+P1)+(P1+d);FALSE;0
Tc1t;set3;((T1+P1)+d)+d;FALSE;0
Tc1t;set3;(T1-(P1-d))+d;FALSE;0
Tc1t;set3;(T1+(P1-d))-T1;FALSE;0
Tc1t;set3;P1-((T1-d)-P1);FALSE;0
Tc1t;set3;((T1-d)+P1)-P1;FALSE;0
Tc1t;set3;((T1-d)-P1)-d;FALSE;0
Tc1t;set3;((P1+d)+P1)+T1;FALSE;0
Tc1t;set3;T1+(P1-(P1-d));FALSE;0
Tc1t;set3;(T1-d)-(P1-d);FALSE;0
Tc1t;set3;(T1-P1)-(P1-d);FALSE;0
Tc1t;set3;T1-((P1+d)+d);FALSE;0
Tc1t;set3;((T1+d)+T1)-P1;FALSE;0
Tc1t;set3;(T1+(P1+d))+P1;FALSE;0
Tc1t;set3;(T1+(P1+d))-T1;FALSE;0
Tc1t;set3;T1+(T1-(P1+d));FALSE;0
Tc1t;set3;P1+((T1-P1)-d);TRUE;3
Tc1t;set3;((T1-P1)+d)-P1;FALSE;0
Tc1t;set3;((T1+P1)+T1)+d;FALSE;0
Tc1t;set3;((T1+d)+d)+P1;FALSE;0
Tc1t;set3;(T1-(P1+d))+d;FALSE;0
Tc1t;set3;((T1+d)-d)+P1;FALSE;0
Tc1t;set3;((T1-d)+P1)-d;FALSE;0
Tc1t;set3;(T1+P1)-(P1+d);TRUE;0
Tc1t;set3;((T1+P1)+P1)-d;FALSE;0
Tc1t;set3;T1+((T1-P1)-d);TRUE;0
Tc1t;set3;(T1+(P1+d))+d;FALSE;0
Tc1t;set3;((T1-d)-d)-P1;FALSE;0
Tc1t;set3;((T1+P1)-P1)-d;FALSE;0
Tc1t;set3;T1-((T1-P1)+d);TRUE;0
Tc1t;set3;T1-(T1-(P1+d));FALSE;0
Tc1t;set3;d+((T1-P1)-P1);FALSE;0
Tc1t;set3;((T1+P1)+d)+T1;FALSE;0
Tc1t;set3;((T1+P1)-d)+T1;FALSE;0
Tc1t;set3;T1+((P1-d)-d);FALSE;0
Tc1t;set3;(T1+(T1-d))-P1;FALSE;0
Tc1t;set3;((T1+d)+P1)-P1;FALSE;0
Tc1t;set3;T1-((P1-d)-d);FALSE;0
Tc1t;set3;((T1+d)-P1)+P1;FALSE;0
Tc1t;set3;((T1-d)+P1)+T1;FALSE;0
Tc1t;set3;((T1+P1)-d)+P1;FALSE;0
Tc1t;set3;((T1+P1)+d)-T1;FALSE;0
Tc1t;set3;(T1-d)+(P1-d);TRUE;0
Tc1t;set3;((T1-P1)+d)+d;FALSE;0
Tc1t;set3;(T1-(T1-P1))-d;FALSE;0
Tc1t;set3;(T1-d)-(T1-P1);FALSE;0
Tc1t;set3;((T1-P1)-d)+d;TRUE;0
Tc1t;set3;T1-((T1+d)-P1);FALSE;0
Tc1t;set3;(T1+(P1-d))+d;FALSE;0
Tc1t;set3;((T1+P1)-d)-T1;FALSE;0
Tc1t;set3;((T1+P1)-T1)+d;FALSE;0
Tc1t;set3;T1-(T1-(P1-d));FALSE;0
Tc1t;set3;T1-(P1-(P1-d));TRUE;0
Tc1t;set3;((T1-d)+d)+P1;FALSE;0
Tc1t;set3;((T1+d)+P1)+T1;FALSE;0
Tc1t;set3;(T1-(P1+d))-d;FALSE;0
Tc1t;set3;((P1+d)+P1)-T1;FALSE;0
Tc1t;set3;((T1+d)-d)-P1;FALSE;0
Tc1t;set3;(T1+(P1-d))+P1;FALSE;0
Tc1t;set3;((T1-P1)+d)+P1;TRUE;0
Tc1t;set3;(T1-d)-(P1+d);FALSE;0
Tc1t;set3;(T1+d)-(T1-P1);FALSE;0
Tc1t;set3;P1+((T1-d)-P1);FALSE;0
Tc1t;set3;(T1+P1)-(T1-d);FALSE;0
Tc1t;set3;(P1+d)-(T1-P1);FALSE;0
Tc1t;set3;P1-(T1-(T1-d));FALSE;0
Tc1t;set3;((T1+P1)-d)-P1;FALSE;0
Tc1t;set3;T1+((T1-P1)+d);FALSE;0
Tc1t;set3;((T1-d)+P1)-T1;FALSE;0
Tc1t;set3;d-((T1-P1)-P1);FALSE;0
Tc1t;set3;P1+(T1-(P1+d));FALSE;0
Tc1t;set3;P1-((T1+d)-T1);FALSE;0
Tc1t;set3;((T1+P1)+P1)+d;FALSE;0
Tc1t;set3;(T1+(P1-d))-P1;FALSE;0
Tc1t;set3;((T1+P1)+d)-P1;FALSE;0
Tc1t;set3;T1-((T1-d)-P1);FALSE;0
Tc1t;set3;(T1+(T1-P1))-d;TRUE;0
Tc1t;set3;((T1-P1)-d)-d;TRUE;0
Tc1t;set3;(T1+d)+(P1-d);FALSE;0
Tc1t;set3;((T1+P1)-T1)-d;FALSE;0
Tc1t;set3;((T1+P1)-d)+d;FALSE;0
Tc1t;set3;((T1+P1)-P1)+d;FALSE;0
Tc1t;set3;((T1-d)-d)+P1;FALSE;0
Tc1t;set3;(T1-(P1-d))-P1;FALSE;0
Tc1t;set3;((T1+d)-P1)-d;FALSE;0
Tc1t;set3;T1-(P1+(P1-d));FALSE;0
Tc1t;set3;(T1-d)+(P1+d);FALSE;0
Tc1t;set3;(T1+P1)+(T1+d);FALSE;0
Tc1t;set3;(T1+(P1+d))+T1;FALSE;0
Tc1t;set3;((T1-P1)+P1)+d;FALSE;0
Tc1t;set3;T1+(T1-(P1-d));FALSE;0
Tc1t;set3;T1+((T1-d)-P1);FALSE;0
Tc1t;set3;(T1+d)-(P1-d);FALSE;0
Tc1t;set3;((T1+P1)+d)-d;FALSE;0
Tc1t;set3;((T1+P1)-d)-d;FALSE;0
Tc1t;set3;(P1+d)+(T1-P1);TRUE;0
Tc1t;set3;(T1+(T1-d))+P1;FALSE;0
Tc1t;set3;(T1+(P1-d))-d;FALSE;0
Tc1t;set3;((T1+P1)+d)+P1;FALSE;0
Tc1t;set3;((T1+d)+d)-P1;FALSE;0
Tc1t;set3;((T1+d)+P1)-d;FALSE;0
Tc1t;set3;((T1-d)+d)-P1;FALSE;0
Tc1t;set3;T1-((T1-P1)-d);TRUE;1
Tc1t;set3;((T1+d)+P1)+P1;FALSE;0
Tc1t;set3;((T1+d)+P1)-T1;FALSE;0
Tc1t;set3;(T1+(P1+d))-P1;FALSE;0
Tc1t;set3;T1+((P1-d)+d);FALSE;0
Tc1t;set3;((T1-d)+P1)+P1;FALSE;0
Tc1t;set3;(T1+P1)+(P1-d);FALSE;0
Tc1t;set3;((T1+d)-P1)+d;FALSE;0
Tc1t;set3;((T1+d)+T1)+P1;FALSE;0
Tc1t;set3;(T1+(P1-d))+T1;FALSE;0
Tc1t;set3;(T1+d)-(P1+d);FALSE;0
Tc1t;set3;(T1-(P1-d))+P1;FALSE;0
Tc1t;set3;(T1+(P1+d))-d;FALSE;0
Tc1t;set3;T1-((P1-d)+d);FALSE;0
Tc1t;set3;(T1-(P1-d))-d;FALSE;0
Tc1t;set3;((T1-d)-P1)+d;FALSE;0
Tc1t;set3;P1+((T1+d)-T1);FALSE;0
Tc1t;set3;P1-((T1-P1)-d);FALSE;0
Tc1t;set3;(T1-(T1-P1))+d;FALSE;0
Tc1t;set3;((T1+d)-P1)-P1;FALSE;0
Tc3t;set0;T1+d;TRUE;3
Tc3t;set0;T1+P1;TRUE;1
Tc3t;set0;P1-d;TRUE;39
Tc3t;set0;T1-P1;TRUE;6
Tc3t;set0;P1+d;TRUE;4
Tc3t;set1;T1+(P1+d);TRUE;0
Tc3t;set1;(T1+d)+P1;FALSE;0
Tc3t;set1;(T1+P1)-d;TRUE;17
Tc3t;set1;T1-(P1-d);TRUE;2
Tc3t;set1;(T1+d)-P1;FALSE;1
Tc3t;set1;(T1-P1)-d;TRUE;8
Tc3t;set1;(T1-P1)+d;TRUE;0
Tc3t;set1;(T1-d)+P1;TRUE;1
Tc3t;set1;T1+(P1-d);TRUE;1
Tc3t;set1;(T1+P1)+d;TRUE;0
Tc3t;set1;(T1-d)-P1;FALSE;0
Tc3t;set1;T1-(P1+d);TRUE;0
Tc3t;set2;T1+(T1-d);TRUE;0
Tc3t;set2;P1+(P1-d);TRUE;0
Tc3t;set2;(T1-d)-d;FALSE;0
Tc3t;set2;(P1-d)+d;TRUE;0
Tc3t;set2;(T1+d)-d;FALSE;1
Tc3t;set2;T1-(T1-d);FALSE;0
Tc3t;set2;(T1+P1)-P1;FALSE;0
Tc3t;set2;(T1+P1)-T1;FALSE;0
Tc3t;set2;(T1+P1)+T1;FALSE;0
Tc3t;set2;(P1-d)-d;FALSE;0
Tc3t;set2;(T1+P1)+P1;FALSE;0
Tc3t;set2;T1-(T1-P1);FALSE;0
Tc3t;set2;(T1-P1)-P1;FALSE;0
Tc3t;set2;(T1-P1)+P1;TRUE;0
Tc3t;set2;(T1+d)+d;FALSE;0
Tc3t;set2;(P1+d)+P1;TRUE;0
Tc3t;set2;(T1+d)-T1;FALSE;0
Tc3t;set2;P1-(P1-d);TRUE;0
Tc3t;set2;(P1+d)-P1;TRUE;0
Tc3t;set2;(T1-d)+d;FALSE;0
Tc3t;set2;(P1+d)+d;FALSE;0
Tc3t;set2;T1+(T1-P1);TRUE;0
Tc3t;set2;(P1+d)-d;FALSE;0
Tc3t;set2;(T1+d)+T1;FALSE;0
Tc3t;set3;(T1+d)+(T1-P1);TRUE;0
Tc3t;set3;((T1-d)+P1)+d;FALSE;0
Tc3t;set3;T1-((P1+d)-d);FALSE;0
Tc3t;set3;T1+((P1+d)-P1);FALSE;0
Tc3t;set3;(T1+P1)-(P1-d);TRUE;0
Tc3t;set3;T1-((P1+d)-P1);FALSE;0
Tc3t;set3;(T1+(T1-P1))+d;TRUE;0
Tc3t;set3;P1-(T1-(P1+d));FALSE;0
Tc3t;set3;(T1-d)+(T1-P1);TRUE;0
Tc3t;set3;T1+((T1+d)-P1);FALSE;0
Tc3t;set3;((T1+P1)+T1)-d;FALSE;0
Tc3t;set3;T1+(P1+(P1-d));FALSE;0
Tc3t;set3;((T1+d)+P1)+d;FALSE;0
Tc3t;set3;T1+((P1+d)+d);FALSE;0
Tc3t;set3;T1-((P1+d)+P1);FALSE;0
Tc3t;set3;(T1+P1)+(T1-d);FALSE;0
Tc3t;set3;T1+((P1+d)-d);FALSE;0
Tc3t;set3;(T1+P1)-(T1+d);FALSE;0
Tc3t;set3;((T1-P1)+d)-d;FALSE;0
Tc3t;set3;((T1-P1)+P1)-d;TRUE;0
Tc3t;set3;P1+(T1-(T1-d));FALSE;0
Tc3t;set3;(T1+P1)+(P1+d);FALSE;0
Tc3t;set3;((T1+P1)+d)+d;FALSE;0
Tc3t;set3;(T1-(P1-d))+d;FALSE;0
Tc3t;set3;(T1+(P1-d))-T1;FALSE;0
Tc3t;set3;P1-((T1-d)-P1);FALSE;0
Tc3t;set3;T1+((P1+d)+P1);FALSE;0
Tc3t;set3;((T1-d)+P1)-P1;FALSE;0
Tc3t;set3;((T1-d)-P1)-d;FALSE;0
Tc3t;set3;T1+(P1-(P1-d));FALSE;0
Tc3t;set3;(T1-d)-(P1-d);FALSE;0
Tc3t;set3;T1+((P1-d)-d);FALSE;0
Tc3t;set3;(T1-P1)-(P1-d);FALSE;1
Tc3t;set3;T1-((P1+d)+d);FALSE;0
Tc3t;set3;((T1+d)+T1)-P1;FALSE;0
Tc3t;set3;((T1+P1)-T1)+d;FALSE;0
Tc3t;set3;(T1+(P1+d))+P1;FALSE;0
Tc3t;set3;(T1+(P1+d))-T1;FALSE;0
Tc3t;set3;T1+(T1-(P1+d));FALSE;0
Tc3t;set3;P1+((T1-P1)-d);FALSE;5
Tc3t;set3;((T1-P1)+d)-P1;FALSE;0
Tc3t;set3;((T1+P1)+T1)+d;FALSE;0
Tc3t;set3;((T1+d)+d)+P1;FALSE;0
Tc3t;set3;(T1-(P1+d))+d;FALSE;0
Tc3t;set3;((T1+d)-d)+P1;FALSE;0
Tc3t;set3;((T1-d)+P1)-d;FALSE;0
Tc3t;set3;(T1+P1)-(P1+d);TRUE;0
Tc3t;set3;((T1+P1)+P1)-d;FALSE;0
Tc3t;set3;T1+((T1-P1)-d);TRUE;0
Tc3t;set3;(T1+(P1+d))+d;FALSE;0
Tc3t;set3;((T1-d)-d)-P1;FALSE;0
Tc3t;set3;((T1+P1)-P1)-d;FALSE;0
Tc3t;set3;T1-((T1-P1)+d);TRUE;0
Tc3t;set3;T1-(T1-(P1+d));FALSE;0
Tc3t;set3;d+((T1-P1)-P1);FALSE;0
Tc3t;set3;((T1+P1)+d)+T1;FALSE;0
Tc3t;set3;((T1+P1)-d)+T1;FALSE;0
Tc3t;set3;(T1+(P1-d))+P1;FALSE;0
Tc3t;set3;(T1+(T1-d))-P1;FALSE;0
Tc3t;set3;((T1+d)+P1)-P1;FALSE;0
Tc3t;set3;T1-((P1-d)-d);FALSE;0
Tc3t;set3;((T1+d)-P1)+P1;FALSE;0
Tc3t;set3;((T1-d)+P1)+T1;FALSE;0
Tc3t;set3;((T1+P1)-d)+P1;FALSE;0
Tc3t;set3;((T1+P1)+d)-T1;FALSE;0
Tc3t;set3;(T1-d)+(P1-d);TRUE;0
Tc3t;set3;((T1-P1)+d)+d;FALSE;0
Tc3t;set3;(T1-(T1-P1))-d;FALSE;0
Tc3t;set3;(T1-d)-(T1-P1);FALSE;0
Tc3t;set3;((T1-P1)-d)+d;TRUE;0
Tc3t;set3;T1-((T1+d)-P1);FALSE;0
Tc3t;set3;(T1+(P1-d))+d;FALSE;0
Tc3t;set3;((T1+P1)-d)-T1;FALSE;0
Tc3t;set3;(T1-P1)+(P1+d);FALSE;0
Tc3t;set3;T1-(T1-(P1-d));FALSE;0
Tc3t;set3;T1-(P1-(P1-d));TRUE;0
Tc3t;set3;((T1-d)+d)+P1;FALSE;0
Tc3t;set3;((T1+d)+P1)+T1;FALSE;0
Tc3t;set3;(T1-(P1+d))-d;FALSE;0
Tc3t;set3;((T1+d)-d)-P1;FALSE;0
Tc3t;set3;(T1+d)+(P1+d);FALSE;0
Tc3t;set3;((T1-P1)+d)+P1;TRUE;0
Tc3t;set3;(T1-d)-(P1+d);FALSE;0
Tc3t;set3;(T1+d)-(T1-P1);FALSE;0
Tc3t;set3;P1+((T1-d)-P1);FALSE;0
Tc3t;set3;(T1+P1)-(T1-d);FALSE;0
Tc3t;set3;(P1+d)-(T1-P1);FALSE;0
Tc3t;set3;P1-(T1-(T1-d));FALSE;0
Tc3t;set3;((T1+P1)-d)-P1;FALSE;0
Tc3t;set3;T1+((T1-P1)+d);FALSE;0
Tc3t;set3;((T1-d)+P1)-T1;FALSE;0
Tc3t;set3;d-((T1-P1)-P1);FALSE;0
Tc3t;set3;P1+(T1-(P1+d));FALSE;0
Tc3t;set3;P1-((T1+d)-T1);FALSE;0
Tc3t;set3;((T1+P1)+P1)+d;FALSE;0
Tc3t;set3;(T1+(P1-d))-P1;FALSE;0
Tc3t;set3;((T1+P1)+d)-P1;FALSE;0
Tc3t;set3;T1-((T1-d)-P1);FALSE;0
Tc3t;set3;(T1+(T1-P1))-d;TRUE;0
Tc3t;set3;((T1-P1)-d)-d;TRUE;0
Tc3t;set3;(T1+d)+(P1-d);FALSE;0
Tc3t;set3;((T1+P1)-T1)-d;FALSE;0
Tc3t;set3;((T1+P1)-d)+d;FALSE;0
Tc3t;set3;((T1+P1)-P1)+d;FALSE;0
Tc3t;set3;((T1-d)-d)+P1;FALSE;0
Tc3t;set3;(T1-(P1-d))-P1;FALSE;0
Tc3t;set3;((T1+d)-P1)-d;FALSE;0
Tc3t;set3;T1-(P1+(P1-d));FALSE;0
Tc3t;set3;(T1-d)+(P1+d);FALSE;0
Tc3t;set3;(T1+P1)+(T1+d);FALSE;0
Tc3t;set3;(T1+(P1+d))+T1;FALSE;0
Tc3t;set3;((T1-P1)+P1)+d;FALSE;0
Tc3t;set3;T1+(T1-(P1-d));FALSE;0
Tc3t;set3;T1+((T1-d)-P1);FALSE;0
Tc3t;set3;(T1-P1)-(P1+d);FALSE;0
Tc3t;set3;(T1+d)-(P1-d);FALSE;0
Tc3t;set3;((T1+P1)+d)-d;FALSE;0
Tc3t;set3;((T1+P1)-d)-d;FALSE;0
Tc3t;set3;(P1+d)+(T1-P1);FALSE;0
Tc3t;set3;(T1+(T1-d))+P1;FALSE;0
Tc3t;set3;(T1+(P1-d))-d;FALSE;0
Tc3t;set3;((T1+P1)+d)+P1;FALSE;0
Tc3t;set3;((T1+d)+d)-P1;FALSE;0
Tc3t;set3;((T1+d)+P1)-d;FALSE;0
Tc3t;set3;((T1-d)+d)-P1;FALSE;0
Tc3t;set3;T1-((T1-P1)-d);TRUE;0
Tc3t;set3;((T1+d)+P1)+P1;FALSE;0
Tc3t;set3;((T1+d)+P1)-T1;FALSE;0
Tc3t;set3;(T1+(P1+d))-P1;FALSE;0
Tc3t;set3;T1+((P1-d)+d);FALSE;0
Tc3t;set3;((T1-d)+P1)+P1;FALSE;0
Tc3t;set3;(T1+P1)+(P1-d);FALSE;0
Tc3t;set3;((T1+d)-P1)+d;FALSE;0
Tc3t;set3;((T1+d)+T1)+P1;FALSE;0
Tc3t;set3;(T1+(P1-d))+T1;FALSE;0
Tc3t;set3;(T1+d)-(P1+d);FALSE;0
Tc3t;set3;(T1-(P1-d))+P1;FALSE;0
Tc3t;set3;(T1+(P1+d))-d;FALSE;0
Tc3t;set3;T1-((P1-d)+d);FALSE;0
Tc3t;set3;(T1-(P1-d))-d;FALSE;0
Tc3t;set3;((T1-d)-P1)+d;FALSE;0
Tc3t;set3;P1+((T1+d)-T1);FALSE;0
Tc3t;set3;P1-((T1-P1)-d);FALSE;0
Tc3t;set3;(T1-(T1-P1))+d;FALSE;0
Tc3t;set3;((T1+d)-P1)-P1;FALSE;0
Cc3t;set0;T1+d;TRUE;0
Cc3t;set0;T1+P1;FALSE;2
Cc3t;set0;P1-d;TRUE;6
Cc3t;set0;T1-P1;FALSE;5
Cc3t;set0;P1+d;TRUE;2
Cc3t;set1;T1+(P1+d);TRUE;0
Cc3t;set1;(T1+d)+P1;FALSE;0
Cc3t;set1;(T1+P1)-d;TRUE;4
Cc3t;set1;T1-(P1-d);TRUE;1
Cc3t;set1;(T1+d)-P1;FALSE;0
Cc3t;set1;(T1-P1)-d;FALSE;0
Cc3t;set1;(T1-P1)+d;TRUE;5
Cc3t;set1;(T1-d)+P1;FALSE;0
Cc3t;set1;T1+(P1-d);TRUE;6
Cc3t;set1;(T1+P1)+d;FALSE;0
Cc3t;set1;(T1-d)-P1;FALSE;1
Cc3t;set1;T1-(P1+d);FALSE;0
Cc3t;set2;T1+(T1-d);TRUE;0
Cc3t;set2;P1+(P1-d);FALSE;6
Cc3t;set2;(T1-d)-d;FALSE;0
Cc3t;set2;(P1-d)+d;FALSE;0
Cc3t;set2;(T1+d)-d;FALSE;0
Cc3t;set2;T1-(T1-d);FALSE;0
Cc3t;set2;(T1+P1)-P1;FALSE;0
Cc3t;set2;(T1+P1)-T1;FALSE;0
Cc3t;set2;(T1+P1)+T1;FALSE;0
Cc3t;set2;(P1-d)-d;FALSE;0
Cc3t;set2;(T1+P1)+P1;FALSE;0
Cc3t;set2;T1-(T1-P1);FALSE;0
Cc3t;set2;(T1-P1)-P1;FALSE;1
Cc3t;set2;(T1-P1)+P1;FALSE;0
Cc3t;set2;(T1+d)+d;FALSE;0
Cc3t;set2;(P1+d)+P1;FALSE;0
Cc3t;set2;(T1+d)-T1;FALSE;0
Cc3t;set2;P1-(P1-d);FALSE;0
Cc3t;set2;(P1+d)-P1;FALSE;0
Cc3t;set2;(T1-d)+d;FALSE;0
Cc3t;set2;(P1+d)+d;FALSE;0
Cc3t;set2;T1+(T1-P1);FALSE;0
Cc3t;set2;(P1+d)-d;FALSE;0
Cc3t;set2;(T1+d)+T1;FALSE;0
Cc3t;set3;(T1+d)+(T1-P1);TRUE;0
Cc3t;set3;((T1-d)+P1)+d;FALSE;0
Cc3t;set3;T1-((P1+d)-d);FALSE;0
Cc3t;set3;T1+((P1+d)-P1);FALSE;0
Cc3t;set3;(T1+P1)-(P1-d);TRUE;0
Cc3t;set3;T1-((P1+d)-P1);FALSE;0
Cc3t;set3;(T1+(T1-P1))+d;FALSE;0
Cc3t;set3;((T1+P1)-d)-d;FALSE;0
Cc3t;set3;(T1-d)+(T1-P1);TRUE;3
