Tc1t;3923;P1+((T1-P1)-d);True;(LucasEI-LucasEIminusSimonEI)+((LucasEF-LucasEI)-LucasGAINminusSimonGAIN)=SimonEF;['P1 interpreted as LucasEI']
Tc1t;3945;(T1-P1)+P1;True;((LucasEF-LucasEI)-LucasGAINminusSimonGAIN)+(LucasEI-LucasEIminusSimonEI)=SimonEF;['dEI interpreted as LucasGAINminusSimonGAIN', 'P1 interpreted as LucasEI']
Tc1t;3947;T1;True;LucasEF-((LucasEI-(LucasEI-LucasEIminusSimonEI))+LucasGAINminusSimonGAIN)=SimonEF;['dEI interpreted as LucasGAINminusSimonGAIN', 'P1 interpreted as LucasEI']
Tc1t;4054;(T1-P1)+(P1-d);True;((LucasEF-LucasEI)-LucasGAINminusSimonGAIN)+(LucasEI-((LucasGAINminusSimonGAIN+LucasEIminusSimonEI)-LucasGAINminusSimonGAIN))=SimonEF;['dEI interpreted as LucasGAINminusSimonGAIN', 'P1 interpreted as LucasEI']
Tc1t;4272;d+(P1-(d+d));True;SimonGAIN+((LucasEF-(((LucasGAINminusSimonGAIN+LucasEIminusSimonEI)-LucasEIminusSimonEI)+SimonGAIN))-LucasEIminusSimonEI)=SimonEF;['d interpreted as SimonGAIN', 'P1 interpreted as LucasEF']
Tc1t;4278;P1-d;True;((LucasEF-(((LucasGAINminusSimonGAIN+LucasEIminusSimonEI)-LucasEIminusSimonEI)+SimonGAIN))-LucasEIminusSimonEI)+SimonGAIN=SimonEF;['-d interpreted as SimonGAIN', 'P1 interpreted as LucasEF']
Tc1t;4289;(((T1+P1)-P1)-d)+P1;True;(((LucasEI+LucasGAIN)-LucasEI)-LucasGAINminusSimonGAIN)+(LucasEI-LucasEIminusSimonEI)=SimonEF;['P1 interpreted as LucasEI', 'T1 interpreted as LucasEI']
Tc1t;4291;(T1+P1)-d;True;(LucasEI+LucasGAIN)-(LucasGAINminusSimonGAIN+LucasEIminusSimonEI)=SimonEF;['T1 interpreted as LucasEI']
Tc1t;4412;(T1-d)+((T1+P1)-T1);True;(LucasGAIN-LucasGAINminusSimonGAIN)+(((LucasEI+LucasGAIN)-LucasGAIN)-LucasEIminusSimonEI)=SimonEF;['T1 interpreted as LucasGAIN', 'T1 interpreted as LucasEI']
Tc1t;4564;(T1+T1)-d;True;(((LucasEI-LucasEIminusSimonEI)+LucasEIminusSimonEI)+LucasGAIN)-(LucasGAINminusSimonGAIN+LucasEIminusSimonEI)=SimonEF;['T1 interpreted as LucasGAIN', 'T1 interpreted as LucasEI']
Tc1t;4643;T1+P1;True;(LucasEI+LucasGAIN)-((LucasEI-(LucasEI-LucasEIminusSimonEI))+LucasGAINminusSimonGAIN)=SimonEF;['dEI interpreted as LucasGAINminusSimonGAIN', 'T1 interpreted as LucasEI']
Tc1t;4733;(((P1-d)+d)+((P1-d)+d))-d;True;(LucasEI+((LucasGAIN-LucasGAINminusSimonGAIN)+LucasGAINminusSimonGAIN))-(LucasGAINminusSimonGAIN+LucasEIminusSimonEI)=SimonEF;['P1 interpreted as LucasEI']
Tc1t;5061;(T1-d)+P1;True;(LucasEI-((LucasGAINminusSimonGAIN+LucasEIminusSimonEI)-LucasGAINminusSimonGAIN))+(LucasGAIN-LucasGAINminusSimonGAIN)=SimonEF;['dEI interpreted as LucasGAINminusSimonGAIN', 'T1 interpreted as LucasEI']
Tc1t;5308;T1-d;True;(LucasGAIN-LucasGAINminusSimonGAIN)+(LucasEIminusSimonEI-(LucasEF-((LucasGAIN-LucasGAINminusSimonGAIN)+LucasGAINminusSimonGAIN)))=SimonEF;['T1 interpreted as LucasEF', 'T1 interpreted as LucasGAIN']
Tc1t;5326;(((T1-d)+d)+((T1-d)+d))-d;True;(LucasEI+((LucasGAIN-LucasGAINminusSimonGAIN)+LucasGAINminusSimonGAIN))-(LucasGAINminusSimonGAIN+LucasEIminusSimonEI)=SimonEF;['T1 interpreted as LucasEI', 'T1 interpreted as LucasGAIN']
Tc1t;5369;T1-(T1-d);False;LucasGAIN-(LucasGAIN-LucasGAINminusSimonGAIN)=LucasGAINminusSimonGAIN;['T1 interpreted as LucasGAIN']
Tc1t;5370;d;False;LucasEFminusSimonEF-LucasEIminusSimonEI=LucasGAINminusSimonGAIN;['d interpreted as LucasEFminusSimonEF']
Tc1t;5372;d;False;LucasEIminusSimonEI-LucasEFminusSimonEF=LucasGAINminusSimonGAIN;['-d interpreted as LucasEFminusSimonEF']
Tc1t;5409;d;False;(LucasGAINminusSimonGAIN+LucasEIminusSimonEI)-LucasGAINminusSimonGAIN=LucasEIminusSimonEI;['dEI interpreted as LucasGAINminusSimonGAIN']
Tc1t;5411;T1-d;False;LucasGAIN-SimonGAIN=LucasGAINminusSimonGAIN;['d interpreted as SimonGAIN', 'T1 interpreted as LucasGAIN']
Tc1t;5412;d;False;(LucasGAINminusSimonGAIN+LucasEIminusSimonEI)-LucasEIminusSimonEI=LucasGAINminusSimonGAIN;[]
Tc1t;5413;T1+d;False;LucasGAIN-SimonGAIN=LucasGAINminusSimonGAIN;['-d interpreted as SimonGAIN', 'T1 interpreted as LucasGAIN']
Tc1t;5420;((T1-P1)-d)+(P1-d);True;((LucasEF-(LucasEF-LucasGAIN))-LucasGAINminusSimonGAIN)+((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))=SimonEF;['P1 interpreted as LucasEI', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5445;((T1-P1)-d)+(d-((T1-P1)-P1));True;((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))+(LucasGAINminusSimonGAIN-((LucasEF-LucasGAIN)-LucasEF))=SimonEF;['P1 interpreted as LucasEF', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5510;(T1+(T1-P1));True;(LucasGAIN+(LucasEF-LucasGAIN))-LucasEFminusSimonEF=SimonEF;['T1 interpreted as LucasGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5511;(T1-d)+((T1-P1)-d);True;(LucasGAIN-LucasGAINminusSimonGAIN)+((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))=SimonEF;['T1 interpreted as LucasGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5596;(P1-d)+(P1-d);True;(LucasEI-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))+(LucasGAIN-LucasGAINminusSimonGAIN)=SimonEF;['P1 interpreted as LucasEI', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5618;(P1-d)+d;True;(LucasGAIN-LucasGAINminusSimonGAIN)+((LucasGAINminusSimonGAIN-LucasEFminusSimonEF)-(LucasEF-((LucasGAIN-LucasGAINminusSimonGAIN)+LucasGAINminusSimonGAIN)))=SimonEF;['P1 interpreted as LucasEF', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5655;((T1-P1)-(P1-d))+d;True;((LucasEF-LucasGAIN)-((LucasGAIN-(LucasGAIN-LucasGAINminusSimonGAIN))-LucasEFminusSimonEF))+(LucasGAIN-LucasGAINminusSimonGAIN)=SimonEF;['d interpreted as SimonGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5682;((T1-P1)-d)+(P1-d);True;((LucasEF-LucasGAIN)-(LucasEFminusSimonEF-LucasGAINminusSimonGAIN))+(LucasGAIN-LucasGAINminusSimonGAIN)=SimonEF;['-d interpreted as LucasGAINminusSimonGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5691;(T1-P1)+(P1-d);True;((LucasEF-LucasGAIN)-(LucasEFminusSimonEF-(LucasGAIN-(LucasGAIN-LucasGAINminusSimonGAIN))))+(LucasGAIN-LucasGAINminusSimonGAIN)=SimonEF;['d interpreted as LucasEFminusSimonEF']
Tc1t;5706;(P1-d)+((T1-P1)-((P1-(P1-d))+d));True;(LucasGAIN-LucasGAINminusSimonGAIN)+((LucasEF-LucasGAIN)-((LucasGAIN-(LucasGAIN-LucasGAINminusSimonGAIN))-LucasEFminusSimonEF))=SimonEF;['-d interpreted as LucasEFminusSimonEF']
Tc1t;5796;P1+((T1-P1)-d);True;(LucasGAIN-LucasGAINminusSimonGAIN)+((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))=SimonEF;['dEI interpreted as LucasGAINminusSimonGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5798;T1-d;True;LucasEF-((LucasGAINminusSimonGAIN-LucasEFminusSimonEF)+LucasGAINminusSimonGAIN)=SimonEF;['dEI interpreted as LucasGAINminusSimonGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5837;((T1-P1)-d)+d;True;((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))+SimonGAIN=SimonEF;['d interpreted as SimonGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5859;((T1-P1)-d)-d;True;((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))+SimonGAIN=SimonEF;['-d interpreted as SimonGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5881;(P1+d)+((T1-P1)-d);True;(LucasGAIN-LucasGAINminusSimonGAIN)+((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))=SimonEF;['-d interpreted as LucasGAINminusSimonGAIN', 'dEI interpreted as LucasEFminusSimonEF']
Tc1t;5894;P1+((T1-P1)-d);True;(LucasGAIN-(LucasEFminusSimonEF-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF)))+((LucasEF-LucasGAIN)-(LucasGAINminusSimonGAIN-LucasEFminusSimonEF))=SimonEF;['d interpreted as LucasEFminusSimonEF', 'dEI interpreted as LucasEFminusSimonEF']
